X,Y,OBJECTID,Trail_ID,Trail_Name,Park_Name_Short,Park_Name,Park_Name_Full,Blaze_Color_Full,Blaze_Color_Short,Base_Color,Cap_Color,Dot_Color,Dash_Color,Image_Link,Mileage,Difficulty,Configuration,Surface,Service_Road,GlobalID,Trail_Status,SHAPE_Length
-79.7399142107398,40.4682224257945,"24373",BP4981,,BP,Boyce,Boyce Park,,,,,,,,"0.08805862",,<Null>,,,{5C593FEE-81B5-4F2A-AC4D-E5F67D693B78},Active,"0.00149202042806031"
-79.7403488328019,40.4681435655131,"24373",BP4981,,BP,Boyce,Boyce Park,,,,,,,,"0.08805862",,<Null>,,,{5C593FEE-81B5-4F2A-AC4D-E5F67D693B78},Active,"0.00149202042806031"
-79.7403831370363,40.4681024149513,"24374",BP4982,,BP,Boyce,Boyce Park,,,,,,,,"0.00701303",,<Null>,,,{5408ED0B-258D-42EF-82C2-C16364F38EA4},Active,"0.000132558484558348"
-79.7439703660226,40.4678876252097,"24375",BP4985,,BP,Boyce,Boyce Park,,,,,,,,"0.00333669",,<Null>,,,{D81BDB13-E607-44E5-9895-02F0A09C167A},Active,"5.96756089444461e-05"
-79.7435158083974,40.4677011889428,"24376",BP4986,,BP,Boyce,Boyce Park,,,,,,,,"0.043034",,<Null>,,,{8C996A6E-06D5-4A80-B462-DB52AE944EB4},Active,"0.000711153895937548"
-79.7435490626094,40.4677268803393,"24376",BP4986,,BP,Boyce,Boyce Park,,,,,,,,"0.043034",,<Null>,,,{8C996A6E-06D5-4A80-B462-DB52AE944EB4},Active,"0.000711153895937548"
-79.7433344618016,40.467906956497,"24376",BP4986,,BP,Boyce,Boyce Park,,,,,,,,"0.043034",,<Null>,,,{8C996A6E-06D5-4A80-B462-DB52AE944EB4},Active,"0.000711153895937548"
-79.7424446275,40.466860767,"24377",BP4988,,BP,Boyce,Boyce Park,,,,,,,,"0.12573519",,<Null>,,,{E6D94351-D66C-4998-A0CA-7011F2F83086},Active,"0.00196294985220309"
-79.742604578217,40.4675304599406,"24377",BP4988,,BP,Boyce,Boyce Park,,,,,,,,"0.12573519",,<Null>,,,{E6D94351-D66C-4998-A0CA-7011F2F83086},Active,"0.00196294985220309"
-79.7425616916332,40.4675202038825,"24377",BP4988,,BP,Boyce,Boyce Park,,,,,,,,"0.12573519",,<Null>,,,{E6D94351-D66C-4998-A0CA-7011F2F83086},Active,"0.00196294985220309"
-79.7390136175671,40.4618974911361,"24378",BP4989,,BP,Boyce,Boyce Park,,,,,,,,"0.10483624",,<Null>,,,{15E8D169-08A8-4192-8A49-658F97E07CEE},Active,"0.00183255787138583"
-79.7384312703696,40.4620235362384,"24379",BP4990,,BP,Boyce,Boyce Park,,,,,,,,"0.03430154",,<Null>,,,{80BAADC2-9252-4CF7-B68E-1AAFFCB2CEC7},Active,"0.000519032059913999"
-79.7379680820126,40.4623983344045,"24380",BP4991,,BP,Boyce,Boyce Park,,,,,,,,"0.03512712",,<Null>,,,{144DB971-FE9E-4986-B22C-44DA1FAFFD47},Active,"0.000575014853853004"
-79.7378925518767,40.4619966938209,"24381",BP4992,,BP,Boyce,Boyce Park,,,,,,,,"0.05529338",,<Null>,,,{EB615747-EE69-4626-8D6E-8DFF1E282B7B},Active,"0.000890546032473566"
-79.7374373049693,40.4628518663363,"24382",BP4993,,BP,Boyce,Boyce Park,,,,,,,,"0.11915358",,<Null>,,,{12EDAE3F-B379-4B87-B8EB-0F87A5893F31},Active,"0.00193231827814805"
-79.7380861436545,40.4630096440133,"24383",BP4994,,BP,Boyce,Boyce Park,,,,,,,,"0.06706047",,<Null>,,,{D562054A-CBF1-4523-A3C4-85B4C5602454},Active,"0.000981856177133509"
-79.7355084432776,40.462689144339,"24384",BP4995,,BP,Boyce,Boyce Park,,,,,,,,"0.02246145",,<Null>,,,{16C1047B-308C-42B6-9670-9AFDDDBD6803},Active,"0.000368528349834417"
-79.7408907772156,40.4661256249605,"24385",BP4996,,BP,Boyce,Boyce Park,,,,,,,,"0.14391846",,<Null>,,,{DFE63CA0-2C11-4E53-8310-5E328215F1C2},Active,"0.00265526508039408"
-79.7369498995,40.4689729315001,"24386",BP4997,,BP,Boyce,Boyce Park,,,,,,,,"0.02755115",,<Null>,,,{68F364A8-A65A-43AC-97AF-CE65A4326539},Active,"0.000413813878910409"
-79.740463944511,40.4675582542378,"24387",BP4998,,BP,Boyce,Boyce Park,,,,,,,,"0.0846979",,<Null>,,,{75AF9FD2-6FEF-4DF8-AE8A-3E8B38A91235},Active,"0.00137597950616263"
-79.7399763772448,40.4680004316093,"24388",BP4999,,BP,Boyce,Boyce Park,,,,,,,,"0.01345173",,<Null>,,,{1473BD13-8D9A-408A-90A9-2E79A75BE113},Active,"0.000195947345619671"
-79.7402018059428,40.4676019096266,"24389",BP5000,,BP,Boyce,Boyce Park,,,,,,,,"0.06851151",,<Null>,,,{35CE41E9-84D1-4FB1-A172-6A4FFFAF37E9},Active,"0.00109755741410963"
-79.7364517806262,40.4717140319204,"24390",BP5002,,BP,Boyce,Boyce Park,,,,,,,,"0.04480567",,<Null>,,,{6BD82C71-CF11-4106-B26C-D894B903AED9},Active,"0.000686582615325168"
-79.7545718244098,40.4684430417919,"24391",BP5004,,BP,Boyce,Boyce Park,,,,,,,,"0.18128777",,<Null>,,,{0748E4FC-9530-4B26-BC98-11199D193241},Active,"0.00293431572375672"
-79.7546149015277,40.4681033482923,"24392",BP5005,,BP,Boyce,Boyce Park,,,,,,,,"0.02057226",,<Null>,,,{6C839F41-615A-4A89-A88F-47BF80F4C0B7},Active,"0.000382314340125504"
-79.7541801873959,40.4693232278366,"24394",BP5007,,BP,Boyce,Boyce Park,,,,,,,,"0.03363952",,<Null>,,,{B56ACBDE-5047-49FA-A9F2-07BBABEB359B},Active,"0.000609772455835844"
-79.7381613509997,40.4697673195029,"24395",BP5008,,BP,Boyce,Boyce Park,,,,,,,,"0.0503106",,<Null>,,,{D85900C3-481B-4B7C-9A83-BDB647780DA5},Active,"0.000837864530953366"
-79.7545639399393,40.4671657606605,"24396",BP5013,,BP,Boyce,Boyce Park,,,,,,,,"0.07425751",,<Null>,,,{F4CBE8F5-F0F2-411E-8B7A-AD07A9FB2055},Active,"0.00123272668892007"
-79.7561767100518,40.4637022577825,"24397",BP5015,,BP,Boyce,Boyce Park,,,,,,,,"0.17483279",,<Null>,,,{E7365A3B-999D-4062-8EE7-B17AFAB9C84A},Active,"0.00312157564752549"
-79.7538963419348,40.4621012786627,"24398",BP5019,,BP,Boyce,Boyce Park,,,,,,,,"0.0248149",,<Null>,,,{C6D34655-4DBF-4FAB-8D65-D3A0BC282F20},Active,"0.000392975743024582"
-79.7539240584433,40.4617296769603,"24399",BP5020,,BP,Boyce,Boyce Park,,,,,,,,"0.13444866",,<Null>,,,{30DAC58E-0606-4543-A4BB-C28773188209},Active,"0.00204612284318811"
